Time Base:500μs,
Sampling Rate:5.00MSa/s,
Amplitude:2.00V,
Amplitude resolution:80.00mV,
Data Uint:mv,
Data points:64000,
  0.00E+00,-1.25e-07
  0.00E+00,0.0
  0.00E+00,1.25e-07
  0.00E+00,2.5e-07
  0.00E+00,3.75e-07
  0.00E+00,5e-07
  0.00E+00,6.249999999999999e-07
  0.00E+00,7.5e-07
  8.00E+01,8.75e-07
  0.00E+00,1e-06
  0.00E+00,1.125e-06
  0.00E+00,1.2499999999999999e-06
  0.00E+00,1.375e-06
  8.00E+01,1.5e-06
  0.00E+00,1.625e-06
  0.00E+00,1.75e-06
  8.00E+01,1.8749999999999998e-06
  8.00E+01,2e-06
  8.00E+01,2.125e-06
  1.60E+02,2.25e-06
  8.00E+01,2.3749999999999997e-06
  1.60E+02,2.4999999999999998e-06
  8.00E+01,2.625e-06
  1.60E+02,2.75e-06
  1.60E+02,2.875e-06
  2.40E+02,3e-06
  1.60E+02,3.1249999999999997e-06
  8.00E+01,3.25e-06
  1.60E+02,3.375e-06
  8.00E+01,3.5e-06
  8.00E+01,3.625e-06
  8.00E+01,3.7499999999999997e-06
  1.60E+02,3.875e-06
  8.00E+01,4e-06
  8.00E+01,4.1249999999999995e-06
  8.00E+01,4.25e-06
  1.60E+02,4.375e-06
  8.00E+01,4.5e-06
  8.00E+01,4.625e-06
  0.00E+00,4.749999999999999e-06
  0.00E+00,4.875e-06
  8.00E+01,4.9999999999999996e-06
  8.00E+01,5.125e-06
  8.00E+01,5.25e-06
  8.00E+01,5.374999999999999e-06
  0.00E+00,5.5e-06
  1.60E+02,5.6249999999999995e-06
  8.00E+01,5.75e-06
  1.60E+02,5.875e-06
  0.00E+00,6e-06
  8.00E+01,6.125e-06
  8.00E+01,6.2499999999999995e-06
  8.00E+01,6.375e-06
  0.00E+00,6.5e-06
  8.00E+01,6.625e-06
  1.60E+02,6.75e-06
  8.00E+01,6.874999999999999e-06
  8.00E+01,7e-06
  8.00E+01,7.1249999999999995e-06
  8.00E+01,7.25e-06
  0.00E+00,7.375e-06
  0.00E+00,7.499999999999999e-06
  8.00E+01,7.625e-06
  0.00E+00,7.75e-06
  0.00E+00,7.875e-06
  0.00E+00,8e-06
  0.00E+00,8.125e-06
  0.00E+00,8.249999999999999e-06
  0.00E+00,8.375e-06
  0.00E+00,8.5e-06
  0.00E+00,8.625e-06
  0.00E+00,8.75e-06
  0.00E+00,8.874999999999999e-06
  8.00E+01,9e-06
  1.60E+02,9.125e-06
  8.00E+01,9.25e-06
  8.00E+01,9.375e-06
  1.60E+02,9.499999999999999e-06
  1.60E+02,9.625e-06
  2.40E+02,9.75e-06
